ID товара;Полное наименование;Рейтинг;Цель из Ф4;Необходимое кол-во отзывов с 5*;Количество;5*;4*;3*;2*;1*;Ссылка на товар (url)
11117016;Safeline /  Изолента Safeline 15 мм. / 10 м. , ГОСТ, 10 шт. ( ПВХ );4.2;4;Все ОК;45;34;1;2;0;8;https://www.wildberries.ru/catalog/11117016/detail.aspx?targetUrl=EX#Comments
18837775;Safeline /  Изолента SafeLine 15 мм. / 10 м., ГОСТ, из 7 цветов, 10 шт. ( ПВХ );4.5;4;Все ОК;23;19;1;0;1;2;https://www.wildberries.ru/catalog/18837775/detail.aspx?targetUrl=EX#Comments
11117029;Safeline /  Изолента Safeline 15 мм. / 10 м. , ГОСТ, 10 шт. ( ПВХ );4.2;4;Все ОК;45;34;1;2;0;8;https://www.wildberries.ru/catalog/11117029/detail.aspx?targetUrl=EX#Comments
11117018;Safeline /  Изолента Safeline 15 мм. / 10 м. , ГОСТ, 10 шт. ( ПВХ );4.2;4;Все ОК;45;34;1;2;0;8;https://www.wildberries.ru/catalog/11117018/detail.aspx?targetUrl=EX#Comments
11117031;Safeline /  Изолента Safeline 15 мм. / 10 м. , ГОСТ, 10 шт. ( ПВХ );4.2;4;Все ОК;45;34;1;2;0;8;https://www.wildberries.ru/catalog/11117031/detail.aspx?targetUrl=EX#Comments
11117028;Safeline /  Изолента Safeline 15 мм. / 10 м. , ГОСТ, 10 шт. ( ПВХ );4.2;4;Все ОК;45;34;1;2;0;8;https://www.wildberries.ru/catalog/11117028/detail.aspx?targetUrl=EX#Comments
11117035;Safeline /  Изолента Safeline 15 мм. / 20 м., ГОСТ, 10 шт. ( ПВХ );3.7;4;Нужно еще 11 отзывов на 5*;7;4;1;0;0;2;https://www.wildberries.ru/catalog/11117035/detail.aspx?targetUrl=EX#Comments
11117015;Safeline /  Изолента Safeline 15 мм. / 20 м., ГОСТ, 10 шт. ( ПВХ );3.7;4;Нужно еще 11 отзывов на 5*;7;4;1;0;0;2;https://www.wildberries.ru/catalog/11117015/detail.aspx?targetUrl=EX#Comments
17978185;Safeline /  Изолента Safeline 15 мм. / 20 м., ГОСТ, синяя, 5 шт. ( ПВХ );5.0;4;Все ОК;11;11;0;0;0;0;https://www.wildberries.ru/catalog/17978185/detail.aspx?targetUrl=EX#Comments
17978066;Safeline /  Изолента Safeline 15 мм. / 20 м. , ГОСТ, черная, 5 шт.( ПВХ );4.8;4;Все ОК;49;45;1;1;1;1;https://www.wildberries.ru/catalog/17978066/detail.aspx?targetUrl=EX#Comments
11117039;Safeline /  Изолента Safeline 19 мм. / 20 м. , ГОСТ, 10 шт. ( ПВХ );3.0;4;Нужно еще 30 отзывов на 5*;10;4;0;2;0;4;https://www.wildberries.ru/catalog/11117039/detail.aspx?targetUrl=EX#Comments
11117042;Safeline /  Изолента Safeline 19 мм. / 20 м. , ГОСТ, 10 шт. ( ПВХ );3.0;4;Нужно еще 30 отзывов на 5*;10;4;0;2;0;4;https://www.wildberries.ru/catalog/11117042/detail.aspx?targetUrl=EX#Comments
11117021;Safeline /  Изолента Safeline 19 мм. / 20 м. , ГОСТ, 10 шт. ( ПВХ );3.0;4;Нужно еще 30 отзывов на 5*;10;4;0;2;0;4;https://www.wildberries.ru/catalog/11117021/detail.aspx?targetUrl=EX#Comments
11117043;Safeline /  Изолента Safeline 19 мм. / 20 м. , ГОСТ, 10 шт. ( ПВХ );3.0;4;Нужно еще 30 отзывов на 5*;10;4;0;2;0;4;https://www.wildberries.ru/catalog/11117043/detail.aspx?targetUrl=EX#Comments
11117044;Safeline /  Изолента Safeline 19 мм. / 25 м. , ГОСТ, 10 шт. ( ПВХ );3.7;4;Нужно еще 25 отзывов на 5*;15;9;1;0;1;4;https://www.wildberries.ru/catalog/11117044/detail.aspx?targetUrl=EX#Comments
11117026;Safeline /  Изолента SafeLine Auto 15 мм. /  5 м. , ГОСТ, 10 шт. ( ПВХ );4.8;4;Все ОК;26;22;3;1;0;0;https://www.wildberries.ru/catalog/11117026/detail.aspx?targetUrl=EX#Comments
11117027;Safeline /  Изолента SafeLine Auto 15 мм. /  5 м. , ГОСТ, 10 шт. ( ПВХ );4.8;4;Все ОК;26;22;3;1;0;0;https://www.wildberries.ru/catalog/11117027/detail.aspx?targetUrl=EX#Comments
10303311;Safeline /  Изолента SafeLine Master 15 мм. / 5 м. , ГОСТ, комплект 7 цветов ( ПВХ );4.6;4;Все ОК;209;163;23;10;2;10;https://www.wildberries.ru/catalog/10303311/detail.aspx?targetUrl=EX#Comments
10525326;Safeline /  Индикаторная отвертка SafeLine, многофункциональная;4.3;4;Все ОК;236;179;12;14;7;24;https://www.wildberries.ru/catalog/10525326/detail.aspx?targetUrl=EX#Comments
64301210;Контакт /  Клей водостойкий, 30 мл. , прозрачный, для ткани, заплаток, молний, карманов и украшений;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/64301210/detail.aspx?targetUrl=EX#Comments
8556025;Контакт /  Клей Минутный , универсальный, водостойкий (супер клей), 20 г.;4.0;4;Все ОК;6;4;0;1;0;1;https://www.wildberries.ru/catalog/8556025/detail.aspx?targetUrl=EX#Comments
8556007;Контакт /  Клей ПВА , водостойкий, 250 г. (клей для слаймов);4.7;4;Все ОК;204;180;6;6;6;6;https://www.wildberries.ru/catalog/8556007/detail.aspx?targetUrl=EX#Comments
45692712;Контакт /  Клей герметик гибридный санитарный профессиональный, белый, 290мл, для ванной, для кухни;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/45692712/detail.aspx?targetUrl=EX#Comments
45692710;Контакт /  Клей герметик гибридный санитарный профессиональный, прозрачный, 290мл, для ванной, для кухни;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/45692710/detail.aspx?targetUrl=EX#Comments
45692711;Контакт /  Клей герметик гибридный сверхсильный профессиональный, белый, 290мл, для ванной, для кухни;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/45692711/detail.aspx?targetUrl=EX#Comments
63363037;КОНТАКТ Дом /  Клейкая лента;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/63363037/detail.aspx?targetUrl=EX#Comments
8556010;Контакт /  Контактный клей, водостойкий, прозрачный, 30 мл.;4.1;4;Все ОК;10;7;0;1;1;1;https://www.wildberries.ru/catalog/8556010/detail.aspx?targetUrl=EX#Comments
50850790;Фотон /  Лампа светодиодная LED B35-C 8W E14 3000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/50850790/detail.aspx?targetUrl=EX#Comments
50851424;Фотон /  Лампа светодиодная LED B35-C 8W E14 4000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/50851424/detail.aspx?targetUrl=EX#Comments
49310332;Фотон /  Лампа светодиодная ФОТОН LED FL B35-C 7W E14 3000K, серия Х;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/49310332/detail.aspx?targetUrl=EX#Comments
49310331;Фотон /  Лампа светодиодная ФОТОН LED FL B35-C 7W E14 4000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/49310331/detail.aspx?targetUrl=EX#Comments
6901268;Фотон /  Светодиодная лампочка ФОТОН LED A60 10W E27 3000K;3.8;4;Нужно еще 30 отзывов на 5*;20;13;1;0;0;6;https://www.wildberries.ru/catalog/6901268/detail.aspx?targetUrl=EX#Comments
6901284;Фотон /  Лампочка светодиодная LED A60 10W E27 4000K / дневной свет / для кладовой/ для гаража;4.4;4;Все ОК;19;15;0;1;2;1;https://www.wildberries.ru/catalog/6901284/detail.aspx?targetUrl=EX#Comments
10184831;Фотон /  Светодиодная лампочка ФОТОН LED A60 10W E27 6500K   ;4.9;4;Все ОК;14;13;1;0;0;0;https://www.wildberries.ru/catalog/10184831/detail.aspx?targetUrl=EX#Comments
6901269;Фотон /  Лампа светодиодная ФОТОН LED A60 12W E27 3000K;4.2;4;Все ОК;15;10;1;2;1;1;https://www.wildberries.ru/catalog/6901269/detail.aspx?targetUrl=EX#Comments
6901285;Фотон /  Лампа светодиодная ФОТОН LED A60 12W E27 4000K;4.3;4;Все ОК;11;9;0;0;0;2;https://www.wildberries.ru/catalog/6901285/detail.aspx?targetUrl=EX#Comments
10184832;Фотон /  Лампа светодиодная ФОТОН LED A60 12W E27 6500K;4.5;4;Все ОК;8;7;0;0;0;1;https://www.wildberries.ru/catalog/10184832/detail.aspx?targetUrl=EX#Comments
6901262;Фотон /  Лампа светодиодная ФОТОН LED A60 15W E27 3000K;4.3;4;Все ОК;15;12;0;1;0;2;https://www.wildberries.ru/catalog/6901262/detail.aspx?targetUrl=EX#Comments
6901263;Фотон /  Лампа светодиодная ФОТОН LED A60 15W E27 4000K;4.8;4;Все ОК;9;8;0;1;0;0;https://www.wildberries.ru/catalog/6901263/detail.aspx?targetUrl=EX#Comments
10184833;Фотон /  Лампа светодиодная ФОТОН LED A60 15W E27 6500K;4.6;4;Все ОК;9;8;0;0;0;1;https://www.wildberries.ru/catalog/10184833/detail.aspx?targetUrl=EX#Comments
6901264;Фотон /  Лампа светодиодная ФОТОН LED A60 20W E27 3000K;4.5;4;Все ОК;11;9;1;0;0;1;https://www.wildberries.ru/catalog/6901264/detail.aspx?targetUrl=EX#Comments
6901265;Фотон /  Лампа светодиодная LED A60 20W E27 4000K;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/6901265/detail.aspx?targetUrl=EX#Comments
10184834;Фотон /  Лампа светодиодная ФОТОН LED A60 20W E27 6500K;4.4;4;Все ОК;18;15;0;1;0;2;https://www.wildberries.ru/catalog/10184834/detail.aspx?targetUrl=EX#Comments
59436803;Фотон /  Лампа светодиодная ФОТОН LED B35 11W E14 3000K;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/59436803/detail.aspx?targetUrl=EX#Comments
59437638;Фотон /  Лампа светодиодная ФОТОН LED B35 11W E14 4000K;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/59437638/detail.aspx?targetUrl=EX#Comments
16307157;Фотон /  Лампочка светодиодная ФОТОН LED B35 9W E14 3000K;5.0;4;Все ОК;5;5;0;0;0;0;https://www.wildberries.ru/catalog/16307157/detail.aspx?targetUrl=EX#Comments
25660234;Фотон /  Лампа светодиодная ФОТОН LED B35 9W E14 4000K;4.3;4;Все ОК;6;5;0;0;0;1;https://www.wildberries.ru/catalog/25660234/detail.aspx?targetUrl=EX#Comments
16307158;Фотон /  Лампочка светодиодная /LED B35 9W e14/ Холодный свет, 6500K / для кладовой/ для гаража;5.0;4;Все ОК;15;15;0;0;0;0;https://www.wildberries.ru/catalog/16307158/detail.aspx?targetUrl=EX#Comments
16307160;Фотон /  Лампочка светодиодная LED B35 9W E27 4000K / дневной свет / для кладовой/ для гаража;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/16307160/detail.aspx?targetUrl=EX#Comments
47683434;Фотон /  Лампа светодиодная LED FL A60-S 4W E27 2200К, серия ДЕКОР;5.0;4;Все ОК;2;2;0;0;0;0;https://www.wildberries.ru/catalog/47683434/detail.aspx?targetUrl=EX#Comments
6901259;Фотон /  Лампа светодиодная филаментная ФОТОН LED FL B35 2W E14 2200K, серия ДЕКОР;4.4;4;Все ОК;82;69;1;1;2;10;https://www.wildberries.ru/catalog/6901259/detail.aspx?targetUrl=EX#Comments
47683431;Фотон /  Лампа светодиодная LED FL B35-S 4W E14 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683431/detail.aspx?targetUrl=EX#Comments
47683438;Фотон /  Лампа светодиодная LED FL B35-S 4W E27 2200К, серия ДЕКОР;5.0;4;Все ОК;4;4;0;0;0;0;https://www.wildberries.ru/catalog/47683438/detail.aspx?targetUrl=EX#Comments
47683436;Фотон /  Лампа светодиодная LED FL BXS35-S 4W E14 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683436/detail.aspx?targetUrl=EX#Comments
47683437;Фотон /  Лампа светодиодная LED FL BXS35-S 4W E27 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683437/detail.aspx?targetUrl=EX#Comments
6901261;Фотон /  Лампа светодиодная филаментная ФОТОН LED FL G95 6W E27 2200K, серия ДЕКОР;4.1;4;Все ОК;61;40;4;4;7;6;https://www.wildberries.ru/catalog/6901261/detail.aspx?targetUrl=EX#Comments
47683432;Фотон /  Лампа светодиодная LED FL G95-S 4W E27 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683432/detail.aspx?targetUrl=EX#Comments
49310328;Фотон /  Лампа светодиодная ФОТОН LED FL P45-C 7W E14 3000K, серия Х;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/49310328/detail.aspx?targetUrl=EX#Comments
49310329;Фотон /  Лампа светодиодная ФОТОН LED FL P45-C 7W E14 4000K, серия Х;5.0;4;Все ОК;2;2;0;0;0;0;https://www.wildberries.ru/catalog/49310329/detail.aspx?targetUrl=EX#Comments
49310334;Фотон /  Лампа светодиодная ФОТОН LED FL P45-C 7W E27 3000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/49310334/detail.aspx?targetUrl=EX#Comments
49310330;Фотон /  Лампа светодиодная ФОТОН LED FL P45-C 7W E27 4000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/49310330/detail.aspx?targetUrl=EX#Comments
47683435;Фотон /  Лампа светодиодная LED FL P45-S 4W E14 2200К, серия ДЕКОР;4.5;4;Все ОК;2;1;1;0;0;0;https://www.wildberries.ru/catalog/47683435/detail.aspx?targetUrl=EX#Comments
47683430;Фотон /  Лампа светодиодная LED FL P45-S 4W E27 2200К, серия ДЕКОР;4.8;4;Все ОК;14;12;1;1;0;0;https://www.wildberries.ru/catalog/47683430/detail.aspx?targetUrl=EX#Comments
47683441;Фотон /  Лампа светодиодная LED FL ST26 3W E14 2200К, серия ДЕКОР;5.0;4;Все ОК;3;3;0;0;0;0;https://www.wildberries.ru/catalog/47683441/detail.aspx?targetUrl=EX#Comments
6901260;Фотон /  Лампа светодиодная филаментная ФОТОН LED FL ST64 6W E27 2200K, серия ДЕКОР;4.4;4;Все ОК;28;21;2;2;1;2;https://www.wildberries.ru/catalog/6901260/detail.aspx?targetUrl=EX#Comments
47683433;Фотон /  Лампа светодиодная LED FL ST64-S 4W E27 2200К, серия ДЕКОР;5.0;4;Все ОК;2;2;0;0;0;0;https://www.wildberries.ru/catalog/47683433/detail.aspx?targetUrl=EX#Comments
47683442;Фотон /  Лампа светодиодная LED FL T25 4W E14 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683442/detail.aspx?targetUrl=EX#Comments
47683439;Фотон /  Лампа светодиодная LED FL T30 4W E27 2200К, серия ДЕКОР;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/47683439/detail.aspx?targetUrl=EX#Comments
47683440;Фотон /  Лампа светодиодная LED FL T30 4W E27 2200К, серия ДЕКОР;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/47683440/detail.aspx?targetUrl=EX#Comments
24842303;Фотон /  Лампа светодиодная ФОТОН LED G120 20W E27 3000K;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/24842303/detail.aspx?targetUrl=EX#Comments
24842304;Фотон /  Лампа светодиодная ФОТОН LED G120 20W E27 4000K;5.0;4;Все ОК;7;7;0;0;0;0;https://www.wildberries.ru/catalog/24842304/detail.aspx?targetUrl=EX#Comments
24842301;Фотон /  Лампа светодиодная ФОТОН LED G95 15W E27 3000K;4.5;4;Все ОК;4;3;0;1;0;0;https://www.wildberries.ru/catalog/24842301/detail.aspx?targetUrl=EX#Comments
24842302;Фотон /  Лампа светодиодная ФОТОН LED G95 15W E27 4000K;5.0;4;Все ОК;9;9;0;0;0;0;https://www.wildberries.ru/catalog/24842302/detail.aspx?targetUrl=EX#Comments
16307162;Фотон /  Светодиодная лампочка ФОТОН LED JCD 4W G4 3000K;4.6;4;Все ОК;9;8;0;0;0;1;https://www.wildberries.ru/catalog/16307162/detail.aspx?targetUrl=EX#Comments
24842305;Фотон /  Лампа светодиодная ФОТОН LED JCD 4W G4 4000K;3.8;4;Нужно еще 13 отзывов на 5*;9;6;0;0;1;2;https://www.wildberries.ru/catalog/24842305/detail.aspx?targetUrl=EX#Comments
25660235;Фотон /  Лампа светодиодная ФОТОН LED JCD 4W G9 3000K;5.0;4;Все ОК;12;12;0;0;0;0;https://www.wildberries.ru/catalog/25660235/detail.aspx?targetUrl=EX#Comments
25660245;Фотон /  Лампа светодиодная ФОТОН LED JCD 4W G9 4000K;4.6;4;Все ОК;17;15;0;1;0;1;https://www.wildberries.ru/catalog/25660245/detail.aspx?targetUrl=EX#Comments
10184844;Фотон /  Лампа светодиодная LED MR16 4W GU5.3 6500К;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/10184844/detail.aspx?targetUrl=EX#Comments
25660236;Фотон /  Лампа светодиодная ФОТОН LED MR16 5W GU10 4000K;4.3;4;Все ОК;6;5;0;0;0;1;https://www.wildberries.ru/catalog/25660236/detail.aspx?targetUrl=EX#Comments
25660237;Фотон /  Лампа светодиодная ФОТОН LED MR16 5W GU10 6500K;5.0;4;Все ОК;15;15;0;0;0;0;https://www.wildberries.ru/catalog/25660237/detail.aspx?targetUrl=EX#Comments
16307163;Фотон /  Лампочка светодиодная ФОТОН LED MR16 5W GU5.3 4000K;4.8;4;Все ОК;11;10;0;1;0;0;https://www.wildberries.ru/catalog/16307163/detail.aspx?targetUrl=EX#Comments
10184845;Фотон /  Набор светодиодных лампочек ФОТОН LED MR16 6W GU5.3 6500K, 5 шт.;4.0;4;Все ОК;4;3;0;0;0;1;https://www.wildberries.ru/catalog/10184845/detail.aspx?targetUrl=EX#Comments
25660238;Фотон /  Лампа светодиодная ФОТОН LED MR16 7W GU10 4000K;5.0;4;Все ОК;2;2;0;0;0;0;https://www.wildberries.ru/catalog/25660238/detail.aspx?targetUrl=EX#Comments
25660239;Фотон /  Лампа светодиодная ФОТОН LED MR16 7W GU10 6500K;4.5;4;Все ОК;12;9;1;1;1;0;https://www.wildberries.ru/catalog/25660239/detail.aspx?targetUrl=EX#Comments
25660240;Фотон /  Лампа светодиодная ФОТОН LED MR16 7W GU5.3 4000K;4.7;4;Все ОК;3;2;1;0;0;0;https://www.wildberries.ru/catalog/25660240/detail.aspx?targetUrl=EX#Comments
16307166;Фотон /  Светодиодная лампочка LED MR16 7W GU5.3/ Холодный свет, 6500K / для кладовой/ для гаража;4.7;4;Все ОК;3;2;1;0;0;0;https://www.wildberries.ru/catalog/16307166/detail.aspx?targetUrl=EX#Comments
25660241;Фотон /  Лампочка светодиодная/ LED P45 9W e14/ Теплый свет, 3000Kдля кухни для гримерного зеркала;4.3;4;Все ОК;6;5;0;0;0;1;https://www.wildberries.ru/catalog/25660241/detail.aspx?targetUrl=EX#Comments
16307168;Фотон /  Лампочка светодиодная LED P45 9W E14 6500K / холодный свет / для кладовой/ для гаража;1.0;4;Нужно еще 7 отзывов на 5*;1;0;0;0;0;1;https://www.wildberries.ru/catalog/16307168/detail.aspx?targetUrl=EX#Comments
25660242;Фотон /  Лампочка светодиодная/ LED P45 9W e27/ Теплый свет, 3000Kдля кухни для гримерного зеркала;5.0;4;Все ОК;3;3;0;0;0;0;https://www.wildberries.ru/catalog/25660242/detail.aspx?targetUrl=EX#Comments
16307170;Фотон /  Светодиодная лампочка LED P45 9W E27 6500K;5.0;4;Все ОК;4;4;0;0;0;0;https://www.wildberries.ru/catalog/16307170/detail.aspx?targetUrl=EX#Comments
50852292;Фотон /  Лампа светодиодная LED P45-C 8W E14 3000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/50852292/detail.aspx?targetUrl=EX#Comments
50850272;Фотон /  Лампа светодиодная LED P45-C 8W E14 4000K, серия Х;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/50850272/detail.aspx?targetUrl=EX#Comments
50852070;Фотон /  Лампа светодиодная LED P45-C 8W E27 3000K, серия Х;4.0;4;Все ОК;1;0;1;0;0;0;https://www.wildberries.ru/catalog/50852070/detail.aspx?targetUrl=EX#Comments
50849689;Фотон /  Лампа светодиодная LED P45-C 8W E27 4000K, серия Х;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/50849689/detail.aspx?targetUrl=EX#Comments
25660243;Фотон /  Лампа светодиодная ФОТОН LED R50 7W E14 3000K;5.0;4;Все ОК;7;7;0;0;0;0;https://www.wildberries.ru/catalog/25660243/detail.aspx?targetUrl=EX#Comments
25660244;Фотон /  Лампа светодиодная ФОТОН LED R50 7W E14 4000K;5.0;4;Все ОК;15;15;0;0;0;0;https://www.wildberries.ru/catalog/25660244/detail.aspx?targetUrl=EX#Comments
16646164;"Фотон /  Литивые батарейки CR2016 (""таблетки""), 2 шт.";4.0;4;Все ОК;3;2;0;0;1;0;https://www.wildberries.ru/catalog/16646164/detail.aspx?targetUrl=EX#Comments
16646165;"Фотон /  Литивые батарейки CR2025 (""таблетки""), 2 шт.";4.8;4;Все ОК;11;10;0;1;0;0;https://www.wildberries.ru/catalog/16646165/detail.aspx?targetUrl=EX#Comments
16646166;"Фотон /  Литиевые батарейки CR2032 (""таблетки""), 2 шт.";4.7;4;Все ОК;50;45;2;0;1;2;https://www.wildberries.ru/catalog/16646166/detail.aspx?targetUrl=EX#Comments
61112426;КОНТАКТ Дом /  Клейкая лента монтажная двустронняя прозрачная / клеящая лента для крепления предметов 2м;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/61112426/detail.aspx?targetUrl=EX#Comments
45692715;Контакт /  Монтажный клей акриловый универсальный, белый, 280мл, кровельный;3.0;4;Нужно еще 3 отзывов на 5*;1;0;0;1;0;0;https://www.wildberries.ru/catalog/45692715/detail.aspx?targetUrl=EX#Comments
45692713;Контакт /  Монтажный клей акриловый универсальный, прозрачный, 280мл, кровельный;5.0;4;Все ОК;1;1;0;0;0;0;https://www.wildberries.ru/catalog/45692713/detail.aspx?targetUrl=EX#Comments
45692714;Контакт /  Монтажный клей каучуковый универсальный, бежевый, 280мл, кровельный;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/45692714/detail.aspx?targetUrl=EX#Comments
45692709;Контакт /  Монтажный клей каучуковый универсальный, прозрачный, 280мл, кровельный;;4;Работа с отзывами;0;0;0;0;0;0;https://www.wildberries.ru/catalog/45692709/detail.aspx?targetUrl=EX#Comments
7029311;"Фотон /  Детский проектор мультфонарик с дисками ""ФОТОН"", Disney/Pixar ""Тачки""";4.5;4;Все ОК;113;88;9;5;1;10;https://www.wildberries.ru/catalog/7029311/detail.aspx?targetUrl=EX#Comments
7029312;"Фотон /  Мультфонарик с дисками ""ФОТОН"", Disney ""Принцесса""";4.8;4;Все ОК;89;80;5;2;1;1;https://www.wildberries.ru/catalog/7029312/detail.aspx?targetUrl=EX#Comments
7029313;"Фотон /  Мультфонарик с дисками ""ФОТОН"", Disney ""Винни и его друзья""";4.8;4;Все ОК;141;123;11;3;1;3;https://www.wildberries.ru/catalog/7029313/detail.aspx?targetUrl=EX#Comments
